species	MHS340	MHS348	MHS420	MHS431	MHS602
Blastococcus saxobsidens	     3	    1	0	     1	    52
Bifidobacterium bifidum	    22	0	0	0	0
Bifidobacterium catenulatum	    12	0	0	0	     3
Bifidobacterium adolescentis	    11	0	0	     4	    10
Bifidobacterium choerinum	     8	0	0	0	     8
Bifidobacterium scardovii	     2	0	0	0	     1
Bifidobacterium saguini	     1	0	0	0	0
Bifidobacterium subtile	     1	0	0	0	0
Gardnerella vaginalis	     7	0	0	     3	     4
Nakamurella multipartita	    69	    2	0	    35	    26
Frankia inefficax	    17	    5	0	     1	    33
Frankia sp. QA3	    11	0	0	     3	    11
Frankia sp. ArI3	     1	0	0	     1	    13
Frankia alni	    10	0	0	     2	    16
Frankia casuarinae	     3	0	0	0	    16
Candidatus Frankia datiscae	     2	0	0	0	     6
Jiangella alkaliphila	    10	0	0	0	    19
Jiangella sp. DSM 45060	     3	0	0	0	    53
Jatrophihabitans sp. GAS493	     7	0	0	0	     4
Kineococcus radiotolerans	     6	0	0	     3	     5
Catenulispora acidiphila	     6	0	0	     2	    29
Actinopolyspora erythraea	     4	0	0	0	     5
Epidermidibacterium keratini	     2	    1	0	     5	    33
Rubrobacter xylanophilus	    24	    3	0	     3	    13
Rubrobacter radiotolerans	    10	    3	0	0	0
Rubrobacter sp. SCSIO 52909	     6	    2	0	     1	     6
Rubrobacter sp. SCSIO 52915	     1	0	0	0	    12
Baekduia soli	    20	0	0	     1	    12
Conexibacter woesei	    28	0	0	     5	    33
Conexibacter sp. SYSU D00693	    13	    3	0	     3	    36
Miltoncostaea marina	    23	0	0	0	    50
Miltoncostaea oceani	     1	    1	0	0	     8
Ilumatobacter coccineus	    16	0	0	0	    29
Actinomarinicola tropica	     6	0	0	0	    14
Iamia sp. SCSIO 61187	     5	0	0	0	    11
Aquihabitans sp. G128	     3	0	0	0	    30
Egicoccus halophilus	    17	0	0	     5	    69
Egibacter rhizosphaerae	     4	0	0	     2	     8
Euzebya pacifica	     2	0	0	     1	    11
Parafannyhessea umbonata	     5	0	0	0	     2
Coriobacterium glomerans	     1	0	0	0	0
Eggerthella lenta	     2	0	0	0	0
Denitrobacterium detoxificans	     1	0	0	0	     8
Slackia heliotrinireducens	     1	0	0	0	     5
Adlercreutzia equolifaciens	     1	0	0	0	0
Staphylococcus hominis	  1022	   34	0	   338	  5612
Staphylococcus capitis	   855	   38	0	   177	  8859
Staphylococcus epidermidis	   742	   55	0	   323	 13733
Staphylococcus caprae	    96	    3	0	     2	  1271
Staphylococcus aureus	    85	   26	0	   148	   529
Staphylococcus cohnii	    70	 1320	0	  5342	  2042
Staphylococcus haemolyticus	    58	    4	0	    40	   335
Staphylococcus pettenkoferi	    55	    5	0	0	  3170
Staphylococcus simulans	    25	   36	 1	   581	  4054
Staphylococcus saprophyticus	    17	    3	0	     4	   197
Staphylococcus pasteuri	    16	0	0	     5	    87
Staphylococcus xylosus	    14	    1	0	0	    12
Staphylococcus saccharolyticus	    11	0	0	     4	    98
Staphylococcus auricularis	    10	0	0	     1	   342
Staphylococcus lugdunensis	     8	0	0	    10	    93
Staphylococcus sp. SB1-57	     4	0	0	0	   168
Staphylococcus sp. M0911	     2	0	0	     1	   236
Staphylococcus sp. 17KM0847	     1	0	0	0	     2
Staphylococcus warneri	     4	    2	0	    55	   448
Staphylococcus simiae	     4	0	0	     1	    23
Staphylococcus succinus	     2	0	0	0	    11
Staphylococcus felis	     2	0	0	0	     7
Staphylococcus kloosii	     2	0	0	0	    17
Staphylococcus muscae	     2	0	0	0	     5
Staphylococcus debuckii	     1	0	0	0	    10
Staphylococcus arlettae	     1	0	0	0	    37
Staphylococcus pseudoxylosus	     1	0	0	     1	    14
Staphylococcus lutrae	     1	0	0	     1	     7
Staphylococcus nepalensis	     1	0	0	     2	    20
Staphylococcus agnetis	     1	0	0	0	    12
Macrococcus caseolyticus	    12	    6	0	0	     1
Macrococcus canis	     2	0	0	     1	     4
Mammaliicoccus sciuri	     1	0	0	     3	    10
Mammaliicoccus lentus	     1	    1	0	0	     1
Weizmannia coagulans	   199	0	0	    10	    68
Caldibacillus thermoamylovorans	   159	    4	0	    10	   106
Bacillus sp. BY2G20	    20	0	0	0	     8
Bacillus sp. X1(2014)	     7	0	0	0	0
Bacillus sp. NP157	     4	0	0	     1	    20
Bacillus sp. Y1	     2	0	0	     2	0
Bacillus sp. S3	     1	0	0	     2	0
Bacillus sp. 3a	     1	0	0	0	0
Bacillus cereus	     9	0	0	     2	    38
Bacillus wiedmannii	     7	0	0	0	     1
Bacillus paranthracis	     1	0	0	0	0
Bacillus subtilis	     1	0	0	     1	     4
Bacillus velezensis	     1	0	0	0	     4
Bacillus xiamenensis	     2	0	0	0	0
Bacillus glycinifermentans	     1	0	0	0	     2
Peribacillus simplex	    10	    1	0	     1	    12
Peribacillus asahii	     1	0	0	0	     5
Peribacillus muralis	     1	0	0	0	0
Virgibacillus phasianinus	     7	0	0	0	     1
Virgibacillus sp. Bac330	     1	0	0	0	0
Geobacillus stearothermophilus	     1	0	0	0	     6
Geobacillus genomosp. 3	     1	0	0	     4	0
Lysinibacillus parviboronicapiens	     3	0	0	0	     6
Aeribacillus pallidus	     3	    5	0	0	     6
Caldalkalibacillus thermarum	     2	0	0	0	0
Cytobacillus oceanisediminis	     1	0	0	0	     2
Parageobacillus genomosp. 1	     1	0	0	0	     1
Fictibacillus phosphorivorans	     1	0	0	0	     1
Paenibacillus sp. E222	    59	0	0	0	0
Paenibacillus sp. JZ16	    21	0	0	0	0
Paenibacillus sp. UniB2	     3	0	0	0	0
Paenibacillus sp. B01	     2	    1	0	0	     1
Paenibacillus sp. sptzw28	     1	0	0	0	     1
Paenibacillus sp. IHBB 10380	     1	0	0	0	     1
Paenibacillus ihbetae	    52	0	0	0	0
Paenibacillus rhizovicinus	    42	   12	0	    11	    54
Paenibacillus lycopersici	    14	    1	0	     1	     3
Paenibacillus naphthalenovorans	     7	0	0	     1	     7
Paenibacillus polymyxa	     3	0	0	0	     7
Paenibacillus mucilaginosus	     3	0	0	0	     8
Paenibacillus yonginensis	     2	0	0	0	    10
Paenibacillus cellulosilyticus	     1	0	0	0	     5
Paenibacillus protaetiae	     1	0	0	0	0
Paenibacillus xylanexedens	     1	0	0	0	     6
Paenibacillus chitinolyticus	     1	0	0	0	0
Paenibacillus durus	     1	0	0	0	     2
Saccharibacillus brassicae	    11	0	0	0	     3
Cohnella abietis	     3	0	0	     5	     8
Cohnella sp. LGH	     1	0	0	    15	0
Exiguobacterium sp. AT1b	    32	0	0	0	     4
Gemella sanguinis	    16	    1	0	0	     7
Gemella haemolysans	     2	    3	0	0	     9
Gemella morbillorum	     1	    4	0	     5	    12
Sporosarcina sp. Te-1	     2	0	0	0	0
Sporosarcina sp. resist	     1	0	0	0	     1
Kurthia zopfii	     1	0	0	0	0
Viridibacillus sp. JNUCC-6	     1	0	0	0	     1
Alicyclobacillus acidocaldarius	     2	0	0	0	     1
Tumebacillus algifaecis	     1	0	0	0	0
Listeria monocytogenes	     1	0	0	     4	     2
Streptococcus mitis	    77	    5	0	    22	   116
Streptococcus oralis	    49	   18	0	    10	     9
Streptococcus thermophilus	    23	0	0	0	    12
Streptococcus gordonii	    21	    2	0	    10	     5
Streptococcus salivarius	    19	    6	0	     7	     7
Streptococcus halichoeri	    10	0	0	0	     1
Streptococcus sanguinis	     8	0	0	     9	    47
Streptococcus sp. oral taxon 064	     2	0	0	0	0
Streptococcus sp. oral taxon 061	     1	    1	0	0	     5
Streptococcus sp. oral taxon 431	     1	0	0	     1	    10
Streptococcus pneumoniae	     2	    1	0	    10	    18
Streptococcus cristatus	     2	0	0	     3	0
Streptococcus gwangjuense	     2	0	0	0	    12
Streptococcus pyogenes	     2	    1	0	     3	    24
Streptococcus parasanguinis	     1	0	0	0	     6
Streptococcus vestibularis	     1	    1	0	0	     7
Streptococcus equi	     1	0	0	   336	     3
Streptococcus parauberis	     1	0	0	0	0
Streptococcus ilei	     1	0	0	0	0
Lactococcus cremoris	   163	    3	0	    12	    13
Lactococcus lactis	    36	   11	0	     2	    24
Lactococcus piscium	     2	0	0	0	     7
Lactococcus garvieae	     1	0	0	0	0
Loigolactobacillus backii	    85	    6	0	    14	   151
Latilactobacillus curvatus	    64	    5	0	    11	     4
Latilactobacillus sakei	     3	0	0	0	0
Weissella cryptocerci	    36	0	0	0	     1
Weissella ceti	    10	0	0	     1	0
Weissella confusa	     8	0	0	     1	    16
Weissella soli	     3	0	0	0	     1
Leuconostoc pseudomesenteroides	    10	    1	0	     2	    10
Leuconostoc garlicum	     1	0	0	0	     1
Lactobacillus crispatus	    19	    2	0	     1	    48
Lactobacillus johnsonii	     1	0	0	0	     2
Pediococcus pentosaceus	     9	0	0	0	0
Lacticaseibacillus paracasei	     3	0	0	     2	0
Lacticaseibacillus zeae	     2	0	0	0	    40
Limosilactobacillus fermentum	     5	0	0	    18	    18
Enterococcus faecalis	    64	    8	0	    16	     9
Enterococcus faecium	     6	    3	0	   841	    55
Enterococcus hirae	     2	0	0	     2	0
Enterococcus wangshanyuanii	     1	0	0	0	     4
Vagococcus carniphilus	     1	0	0	0	     1
Abiotrophia defectiva	    17	0	0	     5	     7
Carnobacterium inhibens	     8	0	0	0	     2
Carnobacterium maltaromaticum	     3	0	0	     1	     2
Carnobacterium divergens	     1	0	0	0	     1
Dolosigranulum pigrum	     3	0	0	0	    12
Anaerocolumna cellulosilytica	    68	0	0	0	0
Anaerocolumna chitinilytica	    10	0	0	0	0
Blautia producta	    41	0	0	0	0
Blautia sp. LZLJ-3	    14	0	0	0	     1
Blautia sp. SC05B48	     1	0	0	0	     4
Enterocloster bolteae	    51	0	0	0	0
Coprococcus catus	    34	    2	0	0	     2
Coprococcus sp. ART55/1	    11	0	0	0	    13
Roseburia intestinalis	    10	0	0	     1	     8
Anaerostipes hadrus	     9	0	0	0	     9
Lachnoclostridium phocaeense	     5	0	0	0	0
Lachnoclostridium phytofermentans	     1	0	0	0	0
Lacrimispora saccharolytica	     6	0	0	0	     1
Anaerotignum propionicum	     5	0	0	0	0
[Ruminococcus] gnavus	     2	0	0	0	0
[Ruminococcus] torques	     1	0	0	0	     3
Lachnoanaerobaculum umeaense	     1	0	0	     4	     2
Clostridium botulinum	    55	    1	0	    12	    38
Clostridium sp. AWRP	     4	0	0	0	     3
Clostridium perfringens	     1	0	0	     1	     5
Clostridium saccharobutylicum	     1	0	0	0	     2
Clostridium isatidis	     1	0	0	0	0
Clostridium beijerinckii	     1	0	0	0	     3
Crassaminicella profunda	     6	0	0	0	0
Hathewaya histolytica	     4	    1	0	0	     1
Geosporobacter ferrireducens	     1	0	0	0	0
Clostridioides difficile	    23	0	0	0	     3
Romboutsia hominis	    15	0	0	0	0
Peptacetobacter hiranonis	     1	0	0	     2	     1
Faecalibacterium prausnitzii	    26	    6	0	     2	    11
Ruminiclostridium cellulolyticum	     5	0	0	0	0
Flavonifractor plautii	     1	0	0	0	     3
Thermaerobacter marianensis	     8	0	0	0	     2
Thermaerobacter sp. PB12/4term	     2	0	0	0	     1
Thermaerobacter sp. FW80	     1	0	0	0	     2
Christensenella sp. Marseille-P3954	     4	0	0	     4	     1
Desulfotomaculum ruminis	     1	0	0	0	0
Dehalobacterium formicoaceticum	     1	0	0	0	0
Caloranaerobacter azorensis	     2	0	0	0	     1
Caldicellulosiruptor bescii	     1	0	0	0	0
Anaerococcus prevotii	   122	0	0	     5	    14
Anaerococcus vaginalis	     1	0	0	0	     1
Peptoniphilus harei	    87	0	0	     4	     1
Helcococcus kunzii	    30	0	0	0	     1
Finegoldia magna	    26	0	0	    12	    67
Keratinibaculum paraultunense	     9	0	0	0	     1
Selenomonas sp. oral taxon 136	    18	0	0	0	0
Megamonas funiformis	     1	0	0	0	     4
Veillonella parvula	    13	    4	0	    10	    32
Phascolarctobacterium sp. Marseille-Q4147	     1	0	0	0	    16
Limnochorda pilosa	     1	0	0	0	0
Calothrix sp. NIES-2100	    27	    1	0	0	0
Calothrix sp. 336/3	     1	0	0	0	0
Calothrix sp. PCC 7716	     1	    1	0	     3	     4
Calothrix brevissima	    19	0	0	0	     3
Calothrix parasitica	     2	0	0	     2	     1
Nostoc sp. 'Peltigera membranacea cyanobiont' N6	    12	0	0	0	     1
Nostoc sp. ATCC 53789	     1	    1	0	0	     1
Nostoc sp. TCL240-02	     1	0	0	0	0
Nostoc linckia	    13	0	0	0	0
Nostoc piscinale	     9	0	0	0	     1
Nostoc sphaeroides	     2	0	0	     1	     1
Nostoc flagelliforme	     1	0	0	0	     2
Richelia sinica	     3	0	0	0	     1
Fischerella sp. NIES-3754	    57	0	0	0	     2
Fischerella sp. NIES-4106	     1	0	0	     4	     2
Sphaerospermopsis torques-reginae	    48	0	0	0	     1
Sphaerospermopsis kisseleviana	     1	0	0	0	0
Nodularia spumigena	     1	    3	0	0	     1
Scytonema sp. HK-05	    28	0	0	0	     1
Brasilonema sennae	    13	0	0	0	     5
Microchaete diplosiphon	     6	0	0	0	0
Rivularia sp. PCC 7116	     1	0	0	0	0
Tolypothrix sp. PCC 7910	     3	0	0	0	0
Oscillatoria nigro-viridis	    37	0	0	0	     2
Moorea producens	     2	0	0	0	     2
[Phormidium] sp. ETS-05	    33	0	0	0	0
Microcoleus sp. PCC 7113	     5	0	0	     1	     1
Planktothrix rubescens	     2	0	0	0	     2
Microcystis sp. MC19	    13	0	0	0	0
Chondrocystis sp. NIES-4102	    12	0	0	0	     9
Gloeocapsa sp. PCC 7428	     1	    5	0	0	     2
Rippkaea orientalis	     3	0	0	0	     1
Crocosphaera subtropica	     2	0	0	0	0
Euhalothece natronophila	     1	0	0	0	     6
Synechococcus sp. LTW-R	    32	0	0	0	     1
Synechococcus sp. RS9915	     6	0	0	0	0
Synechococcus sp. CB0101	     4	    1	0	     1	0
Synechococcus sp. A18-25c	     4	0	0	0	0
Synechococcus sp. PROS-U-1	     2	0	0	0	0
Synechococcus sp. JA-3-3Ab	     1	0	0	0	0
Synechococcus sp. ROS8604	     1	0	0	0	0
Synechococcus sp. CBW1004	     1	0	0	0	     9
Cyanobium sp. NIES-981	    12	0	0	0	    11
Cyanobium gracile	     7	0	0	0	     1
Acaryochloris marina	    10	0	0	     5	0
Leptolyngbya sp. 15MV	    32	0	0	     7	    37
Leptolyngbya sp. O-77	     1	0	0	     1	     1
Leptolyngbya boryana	     6	0	0	0	0
Thermosynechococcus sp. NK55a	     2	0	0	0	0
Thermosynechococcus vestitus	     1	0	0	0	    10
Chroococcidiopsis thermalis	    43	   10	0	     2	     9
Gloeobacter violaceus	     1	0	0	0	     2
Gloeobacter kilaueensis	     1	0	0	0	    11
Stanieria cyanosphaera	     1	0	0	0	0
Deinococcus metallilatus	   117	    3	0	     4	    35
Deinococcus radiodurans	    54	    1	0	     2	    64
Deinococcus ficus	    34	    6	0	     2	    33
Deinococcus wulumuqiensis	    27	    6	0	     3	    80
Deinococcus soli (ex Cha et al. 2016)	    17	0	0	0	    14
Deinococcus gobiensis	     5	    4	0	     1	    17
Deinococcus geothermalis	     4	0	0	     3	     8
Deinococcus sp. NW-56	     1	    4	0	    24	    12
Deinococcus sp. TS-293	     1	0	0	0	    10
Deinococcus deserti	     2	0	0	0	    13
Deinococcus radiopugnans	     2	0	0	0	    17
Deinococcus maricopensis	     1	    4	0	     3	    13
Deinococcus actinosclerus	     1	0	0	     2	    10
Deinococcus irradiatisoli	     1	0	0	0	     8
Thermus brockianus	    21	0	0	0	     1
Thermus thermophilus	     3	0	0	0	     2
Thermus scotoductus	     2	0	0	0	     5
Thermus caldilimi	     2	0	0	0	0
Oceanithermus profundus	    12	0	0	0	0
Meiothermus taiwanensis	     4	0	0	0	     2
Meiothermus silvanus	     3	    1	0	0	     1
Marinithermus hydrothermalis	     3	0	0	0	0
Truepera radiovictrix	     4	0	0	0	0
Chloroflexus aurantiacus	    32	0	0	     1	0
Roseiflexus sp. RS-1	     9	0	0	0	0
Caldilinea aerophila	     4	0	0	0	     8
Anaerolinea thermophila	     3	0	0	0	0
Sphaerobacter thermophilus	     2	0	0	0	     4
Dehalogenimonas sp. GP	     1	0	0	0	     1
Dehalococcoides mccartyi	     1	    1	0	0	0
Candidatus Promineofilum breve	     1	0	0	0	0
Mesoplasma florum	     4	0	0	0	     3
Spiroplasma corruscae	     1	0	0	0	0
Chryseobacterium sp. ZHDP1	   109	   16	0	     3	    94
Chryseobacterium sp. G0201	    27	    2	0	0	     3
Chryseobacterium sp. 3008163	    20	    1	0	     4	    66
Chryseobacterium sp. IHB B 17019	    14	    2	0	     1	    48
Chryseobacterium sp. LJ668	    12	0	0	0	    15
Chryseobacterium sp. PCH239	     1	    2	0	   107	    15
Chryseobacterium sp. D764	     1	0	0	0	     7
Chryseobacterium sp. StRB126	     1	    1	0	     1	    10
Chryseobacterium shandongense	    93	   14	0	    32	   901
Chryseobacterium indoltheticum	    43	    5	0	     2	    19
Chryseobacterium piperi	    21	0	0	0	    22
Chryseobacterium indologenes	    18	    2	0	     3	    44
Chryseobacterium balustinum	     7	0	0	     3	    22
Chryseobacterium glaciei	     7	0	0	0	     4
Chryseobacterium manosquense	     5	0	0	0	     4
Chryseobacterium bernardetii	     4	    1	0	0	    21
Chryseobacterium aureum	     2	0	0	0	    29
Chryseobacterium cucumeris	     2	0	0	    15	    14
Chryseobacterium carnipullorum	     1	    2	0	0	    21
Chryseobacterium camelliae	     1	    3	0	     1	    21
Chryseobacterium gallinarum	     1	0	0	0	    27
Epilithonimonas vandammei	    32	    6	0	    38	    47
Kaistella daneshvariae	     4	0	0	0	0
Kaistella sp. PM-38	     2	0	0	0	    10
Kaistella haifensis	     1	0	0	     2	     1
Kaistella flava (ex Peng et al. 2021)	     1	0	0	0	     1
Cloacibacterium caeni	    69	    7	0	     2	    38
Cloacibacterium normanense	    29	0	0	0	    60
Ornithobacterium rhinotracheale	     1	0	0	0	     1
Empedobacter brevis	     1	0	0	0	     7
Cruoricaptor ignavus	     1	0	0	0	     1
Flavobacterium sp. MDT1-60	    30	0	0	     1	     5
Flavobacterium sp. KK2020170	    17	0	0	0	0
Flavobacterium sp. HYN0086	    10	0	0	0	     2
Flavobacterium sp. CLA17	     8	0	0	0	     1
Flavobacterium sp. BB8	     5	0	0	0	0
Flavobacterium sp. xlx-214	     5	0	0	0	    10
Flavobacterium sp. Sr18	     3	0	0	0	     2
Flavobacterium sp. KBS0721	     3	0	0	0	    37
Flavobacterium sp. LPB0248	     2	0	0	     1	0
Flavobacterium sp. SLB02	     2	    2	0	0	    51
Flavobacterium nitrogenifigens	    25	0	0	0	0
Flavobacterium psychrophilum	    21	0	0	     2	     1
Flavobacterium columnare	    19	0	0	0	     1
Flavobacterium haoranii	    15	    8	0	0	0
Flavobacterium commune	    15	0	0	0	     8
Flavobacterium johnsoniae	    12	0	0	     3	     5
Flavobacterium anhuiense	    12	0	0	     5	0
Flavobacterium kingsejongi	     9	    3	0	0	0
Flavobacterium nackdongense	     3	0	0	0	     7
Flavobacterium inviolabile	     2	0	0	0	     9
Tenacibaculum sp. SZ-18	    10	0	0	     1	0
Tenacibaculum maritimum	     2	    3	0	0	0
Capnocytophaga sp. H2931	     7	0	0	0	     1
Capnocytophaga sp. oral taxon 878	     1	0	0	0	0
Capnocytophaga cynodegmi	     2	0	0	     1	0
Lacinutrix venerupis	     9	0	0	0	     1
Maribacter sp. HTCC2170	     9	0	0	0	0
Polaribacter sp. KT25b	     2	0	0	0	     1
Polaribacter sp. L12M9	     2	0	0	0	0
Polaribacter sp. Q13	     1	0	0	0	     6
Polaribacter haliotis	     2	0	0	     1	0
Gramella salexigens	     5	0	0	     1	0
Gramella forsetii	     1	0	0	0	0
Arenibacter algicola	     6	0	0	0	0
Olleya aquimaris	     2	0	0	0	0
Salegentibacter salegens	     2	0	0	0	     4
Muricauda oceani	     1	0	0	0	    16
Zunongwangia sp. SCSIO 43204	     1	    2	0	0	0
Formosa sediminum	     1	0	0	0	0
Antarcticibacterium flavum	     1	0	0	0	     1
Nonlabens dokdonensis	     1	0	0	0	0
Hymenobacter sp. APR13	    34	   13	0	0	   174
Hymenobacter sp. BRD128	    33	    5	0	0	   161
Hymenobacter sp. DG01	    28	    8	0	     1	   129
Hymenobacter sp. TS19	    27	    2	0	0	    79
Hymenobacter sp. PAMC 26554	    19	0	0	     1	   113
Hymenobacter sp. DG25B	    10	    2	0	0	    40
Hymenobacter sp. S2-20-2	     2	    2	0	     1	   143
Hymenobacter sp. DG25A	     1	    1	0	0	    38
Hymenobacter sp. HDW8	     1	0	0	     1	    28
Hymenobacter swuensis	    18	   20	0	     2	    61
Hymenobacter sedentarius	     3	    1	0	0	    50
Hymenobacter oligotrophus	     3	    7	0	0	    39
Adhaeribacter radiodurans	     3	0	0	     1	     2
Spirosoma sp. CJU-R4	    59	    1	0	0	    45
Spirosoma sp. KUDC1026	     7	    1	0	0	    18
Spirosoma montaniterrae	    30	   14	0	0	    20
Spirosoma pollinicola	    29	0	0	0	    18
Spirosoma rigui	     6	0	0	0	    24
Spirosoma aerolatum	     1	0	0	0	     2
Spirosoma taeanense	     1	0	0	0	    12
Fibrella aestuarina	    26	0	0	0	    16
Fibrella sp. ES10-3-2-2	     2	    2	0	0	    10
Dyadobacter fermentans	     5	    1	0	0	     2
Rhodocytophaga rosea	     4	0	0	0	     2
Runella sp. HYN0085	     1	0	0	0	     1
Cardinium endosymbiont of Sogatella furcifera	    12	0	0	0	0
Flammeovirga pectinis	     5	0	0	0	     1
Echinicola rosea	     1	0	0	0	0
Bernardetia litoralis	     1	0	0	0	     1
Bacteroides uniformis	    46	0	0	     3	    20
Bacteroides xylanisolvens	    41	0	0	0	     1
Bacteroides fragilis	    10	0	0	0	     1
Bacteroides ovatus	     8	0	0	0	     3
Bacteroides sp. M10	     1	0	0	0	0
Phocaeicola dorei	    18	0	0	0	     2
Phocaeicola vulgatus	     1	0	0	     1	    27
Parabacteroides goldsteinii	    45	0	0	0	0
Parabacteroides distasonis	     5	0	0	0	    21
Parabacteroides merdae	     4	0	0	     1	0
Tannerella forsythia	     2	0	0	     1	0
Prevotella melaninogenica	    22	0	0	     4	     4
Prevotella intermedia	     7	0	0	0	     2
Prevotella copri	     3	0	0	    27	0
Prevotella dentalis	     1	0	0	     2	0
Prevotella histicola	     1	0	0	     4	     1
Porphyromonas gingivalis	    19	0	0	0	    21
Porphyromonas sp. oral taxon 275	     1	0	0	0	     9
Alistipes sp. dk3624	     7	0	0	0	0
Alistipes dispar	     1	0	0	0	     1
Muribaculum intestinale	     7	0	0	0	0
Muribaculum gordoncarteri	     1	0	0	0	     2
Labilibaculum antarcticum	     3	0	0	     5	    16
Pseudocnuella soli	    24	0	0	0	0
Arachidicoccus ginsenosidivorans	    15	0	0	0	     1
Arachidicoccus soli	     8	0	0	0	     1
Niabella ginsenosidivorans	    21	0	0	0	0
Phnomibacter ginsenosidimutans	    13	0	0	0	     7
Chitinophaga oryzae	     5	0	0	0	     8
Chitinophaga sp. XS-30	     3	0	0	     3	     2
Chitinophaga sp. KRA15-503	     1	0	0	0	     1
Chitinophaga caeni	     2	0	0	     1	0
Pseudobacter ginsenosidimutans	     2	0	0	0	     6
Niastella koreensis	     1	0	0	0	0
Filimonas lacunae	     1	0	0	     8	     1
Lacibacter sp. S13-6-6	     1	0	0	    14	    28
Paraflavitalea soli	     1	0	0	0	0
Pedobacter sp. eg	    31	0	0	0	0
Pedobacter sp. HDW13	     3	0	0	0	0
Pedobacter sp. D749	     1	0	0	     1	     3
Pedobacter suwonensis	    13	0	0	0	0
Pedobacter ginsengisoli	     4	0	0	0	     3
Mucilaginibacter celer	    16	0	0	     6	    29
Mucilaginibacter ginkgonis	     2	    2	0	0	     4
Mucilaginibacter paludis	     1	0	0	0	     2
Mucilaginibacter gotjawali	     1	0	0	0	     6
Sphingobacterium mizutaii	     2	0	0	0	     1
Sphingobacterium multivorum	     1	0	0	    30	     8
Sphingobacterium lactis	     1	0	0	0	     6
Rhodothermus marinus	    16	0	0	    11	    13
Chlorobium limicola	     9	0	0	0	     1
Pelodictyon phaeoclathratiforme	     1	0	0	0	0
Gemmatirosa kalamazoonesis	    40	0	0	     9	    32
Gemmatimonas sp. TET16	     8	0	0	0	0
Gemmata massiliana	   124	0	0	0	    19
Gemmata obscuriglobus	   100	    1	0	     3	    25
Gemmata sp. SH-PL17	    13	    5	0	0	     5
Limnoglobus roseus	    44	0	0	0	    59
Urbifossiella limnaea	    11	    2	0	     3	    35
Frigoriglobus tundricola	     2	    1	0	     1	    35
Aquisphaera giovannonii	    26	0	0	     9	    43
Paludisphaera borealis	     5	0	0	0	     5
Tautonia plasticadhaerens	     5	    2	0	0	    25
Singulisphaera acidiphila	     1	0	0	0	    14
Rhodopirellula baltica	     7	0	0	0	     1
Roseimaritima multifibrata	     4	0	0	0	     3
Aureliella helgolandensis	     4	0	0	0	0
Stieleria maiorica	     3	    1	0	     1	     6
Lignipirellula cremea	     1	0	0	0	    15
Rosistilla ulvae	     1	0	0	0	     1
Botrimarina mediterranea	     9	0	0	     1	     4
Lacipirellula limnantheis	     7	    1	0	     1	    30
Pirellulimonas nuda	     1	0	0	0	     7
Gimesia aquarii	    10	0	0	0	     5
Planctomyces sp. SH-PL62	     7	    1	0	0	    27
Caulifigura coniformis	     6	    1	0	0	     4
Alienimonas californiensis	     5	0	0	0	    13
Maioricimonas rarisocia	     4	0	0	0	     2
Akkermansia muciniphila	   308	0	0	     2	    13
Verrucomicrobium spinosum	     4	0	0	0	     7
Verrucomicrobium sp. GAS474	     4	0	0	0	    14
Roseimicrobium sp. ORNL1	     5	0	0	     2	    20
Oleiharenicola sp. KSB-15	    25	0	0	0	     1
Opitutus sp. GAS368	     9	0	0	0	     8
Nibricoccus aquaticus	     1	    2	0	0	     1
Ruficoccus sp. ZRK36	     1	0	0	0	     3
Parachlamydia acanthamoebae	    10	    1	0	0	0
Nitrospira moscoviensis	    86	0	0	     3	   137
Candidatus Nitrospira inopinata	     2	0	0	0	     4
Dissulfurispira thermophila	     1	0	0	0	0
Luteitalea pratensis	    48	0	0	0	    13
Acidobacterium sp. 4Y35	     9	0	0	     1	0
Acidobacterium capsulatum	     1	0	0	0	     1
Terriglobus albidus	     1	0	0	0	     5
Paludibaculum fermentans	     1	0	0	0	    10
Leptotrichia buccalis	    23	0	0	0	0
Leptotrichia sp. oral taxon 212	    19	    1	0	     1	0
Leptotrichia sp. oral taxon 218	     2	0	0	0	0
Leptotrichia wadei	     1	0	0	     2	0
Fusobacterium necrophorum	    12	0	0	     4	     2
Fusobacterium nucleatum	     1	    1	0	     7	    12
Thermosipho africanus	     5	0	0	0	0
Tepiditoga spiralis	     1	0	0	     7	0
Candidatus Bipolaricaulis anaerobius	     5	0	0	0	0
Borreliella burgdorferi	     1	0	0	     1	0
Sphaerochaeta pleomorpha	     1	0	0	     1	0
Brachyspira pilosicoli	     1	0	0	     2	     2
Leptospira tipperaryensis	     1	0	0	0	0
Aminomonas paucivorans	     1	0	0	0	     1
Homo sapiens	 10096	  521	0	114460	 46019
Malassezia globosa	  2054	   91	0	  1339	 44391
Malassezia restricta	   949	   77	0	  1639	 35001
Malassezia furfur	   283	  454	0	   185	  2319
Malassezia sympodialis	   190	    6	0	     7	   503
Malassezia arunalokei	   186	    4	0	    44	  4565
Malassezia slooffiae	    77	    1	0	     2	    23
Malassezia dermatis	    19	    3	0	    23	  1667
Malassezia japonica	    17	0	0	   147	    31
Malassezia obtusa	    12	    2	0	     2	   833
Malassezia cuniculi	     2	0	0	     4	    37
Malassezia pachydermatis	     1	0	0	0	    26
Malassezia nana	     1	0	0	0	    37
Malassezia yamatoensis	     1	0	0	     1	    18
Ustilago maydis	     1	    6	0	     3	     9
