species	MHS470	MHS524	MHS552	MHS566	MHS581
Streptomyces sp. 135	      3	    12	0	0	0
Streptomyces sp. WAC 01529	      3	0	     3	    2	     2
Streptomyces sp. MG28	      3	    25	     8	    5	     9
Streptomyces sp. YIM 121038	      3	    15	     4	    3	     4
Streptomyces sp. WAC 01438	      2	    26	    13	    8	    18
Streptomyces sp. WAC 06738	      2	     2	    14	    3	     3
Streptomyces sp. Tue 6075	      2	     5	0	0	     7
Streptomyces sp. jing01	      2	     2	     6	0	    18
Streptomyces sp. S8	      2	     1	0	    1	     1
Streptomyces sp. RPA4-5	      2	    10	     3	    1	     9
Streptomyces sp. M56	      2	0	0	    5	     8
Streptomyces sp. Sge12	      2	0	     6	0	     2
Streptomyces sp. CLI2509	      2	     6	     1	    6	    12
Streptomyces sp. S063	      2	     2	     1	0	0
Streptomyces sp. CB01881	      2	    18	     4	    7	    22
Streptomyces sp. SCUT-3	      2	     5	     8	    8	     7
Streptomyces sp. NA04227	      2	    16	    18	    1	     1
Streptomyces sp. BHT-5-2	      2	     8	     1	    5	     7
Streptomyces sp. PAMC 26508	      2	0	     1	0	     1
Streptomyces sp. ID38640	      2	0	     3	    2	     3
Streptomyces sp. HSG2	      2	    11	     5	    4	    37
Streptomyces sp. YPW6	      2	     2	0	    2	     5
Streptomyces sp. EAS-AB2608	      2	0	0	    3	0
Streptomyces sp. NEAU-sy36	      2	     4	0	    4	     6
Streptomyces sp. SirexAA-E	      1	     5	     2	    1	    12
Streptomyces sp. CB09001	      1	     7	     1	0	    15
Streptomyces sp. RLB1-33	      1	0	0	0	0
Streptomyces sp. DSM 40868	      1	     6	     6	    5	     8
Streptomyces sp. 2323.1	      1	     8	     3	    1	0
Streptomyces sp. A2-16	      1	    11	     5	    2	0
Streptomyces sp. ICC1	      1	     1	     2	0	0
Streptomyces sp. CNQ-509	      1	0	0	    4	     2
Streptomyces sp. ZYC-3	      1	     1	0	    3	     5
Streptomyces sp. SGAir0924	      1	0	0	    2	0
Streptomyces sp. CRPJ-33	      1	    16	    10	    3	     8
Streptomyces sp. CRXT-G-22	      1	    17	     2	    1	     2
Streptomyces sp. VN1	      1	     3	0	0	0
Streptomyces sp. SM18	      1	     9	     2	0	     4
Streptomyces sp. CdTB01	      1	     4	     4	    3	     1
Streptomyces sp. SCSIO 3032	      1	    19	0	    5	     6
Streptomyces sp. WY228	      1	     1	     3	    3	    11
Streptomyces sp. NA02950	      1	    10	    13	   10	    12
Streptomyces lividans	    116	    55	    28	   40	    48
Streptomyces venezuelae	     23	    67	    19	   20	    43
Streptomyces rectiverticillatus	     11	    28	     1	    5	     9
Streptomyces alboniger	      4	0	     4	0	     4
Streptomyces cadmiisoli	      4	    12	0	   11	     8
Streptomyces glomeroaurantiacus	      3	    13	     1	    5	     7
Streptomyces yatensis	      5	     7	     4	0	    12
Streptomyces hygroscopicus	      3	    19	     7	    3	    58
Streptomyces violaceusniger	      2	    16	     6	    5	     2
Streptomyces buecherae	      8	    30	     5	   10	    32
Streptomyces lunaelactis	      7	    18	     2	    4	    13
Streptomyces albus	      6	    40	     4	    8	    39
Streptomyces olivaceus	      6	     2	     8	0	     5
Streptomyces cattleya	      6	    24	    12	    1	    15
Streptomyces spectabilis	      6	    29	    16	   11	    25
Streptomyces clavuligerus	      6	    17	    13	    4	    22
Streptomyces tsukubensis	      5	    21	     8	    7	    26
Streptomyces qinzhouensis	      5	     3	0	    4	     4
Streptomyces tuirus	      5	     7	     5	0	0
Streptomyces aquilus	      5	     7	     8	    1	    10
Streptomyces albulus	      5	    11	     8	    2	    22
Streptomyces albireticuli	      5	     2	0	0	     4
Streptomyces nojiriensis	      5	     3	     2	    2	     3
Streptomyces nitrosporeus	      5	    10	     1	0	    11
Streptomyces lydicus	      4	    20	     6	    5	    21
Streptomyces galilaeus	      4	     4	     2	0	     9
Streptomyces armeniacus	      4	    16	     3	    4	    15
Streptomyces californicus	      4	0	0	0	     4
Streptomyces lavendulae	      4	    11	     5	    3	     9
Streptomyces viridifaciens	      3	    26	     6	    7	     7
Streptomyces griseus	      3	    12	     6	0	     5
Streptomyces niveus	      3	    15	     4	    2	     6
Streptomyces cyaneochromogenes	      3	    20	     9	    2	     6
Streptomyces luteoverticillatus	      3	    23	     3	    7	     8
Streptomyces capitiformicae	      3	    16	     2	    7	    15
Streptomyces fodineus	      3	    22	     4	    1	     6
Streptomyces cyaneogriseus	      3	     8	     1	    2	     3
Streptomyces fulvissimus	      3	    10	0	    1	     1
Streptomyces katrae	      3	    14	     5	   12	    13
Streptomyces phaeolivaceus	      3	     9	0	    7	     9
Streptomyces chartreusis	      3	    35	    16	    7	    26
Streptomyces hawaiiensis	      2	    12	     8	0	     2
Streptomyces cacaoi	      2	     2	     4	    2	    10
Streptomyces atratus	      2	     3	0	    1	0
Streptomyces auratus	      2	     2	     1	    1	0
Streptomyces spongiicola	      2	     7	    14	    2	0
Streptomyces nigra	      2	     9	     1	    5	     2
Streptomyces pluripotens	      2	    17	     2	0	     9
Streptomyces antibioticus	      2	    20	     5	    1	    10
Streptomyces vinaceus	      2	     8	     5	    3	0
Streptomyces decoyicus	      2	     5	     6	   15	    10
Streptomyces prasinus	      2	     1	     8	0	     3
Streptomyces finlayi	      2	     9	     3	    1	     3
Streptomyces angustmyceticus	      2	    12	    16	    5	     3
Streptomyces davaonensis	      2	     2	     7	    3	    19
Streptomyces aureoverticillatus	      2	    13	     8	   10	     3
Streptomyces subrutilus	      2	     2	     9	    8	     5
Streptomyces pratensis	      2	     2	0	0	    10
Streptomyces bathyalis	      2	    27	    10	    1	     6
Streptomyces mobaraensis	      2	    26	    13	    6	    18
Streptomyces griseocarneus	      2	    24	     9	    1	     7
Streptomyces vietnamensis	      1	     3	     7	    1	     6
Streptomyces exfoliatus	      1	    35	    17	    1	     6
Streptomyces autolyticus	      1	     4	0	0	     2
Streptomyces cyanogenus	      1	    13	     4	    1	    11
Streptomyces xinghaiensis	      1	    30	     3	    9	     4
Streptomyces harbinensis	      1	    18	     4	0	    13
Streptomyces actuosus	      1	     7	     3	    7	     5
Streptomyces hundungensis	      1	    10	    13	    7	     5
Streptomyces fagopyri	      1	     9	     4	    1	    19
Streptomyces roseochromogenus	      1	    15	     4	    8	     4
Streptomyces liangshanensis	      1	     5	    13	    5	     5
Streptomyces alboflavus	      1	     7	     6	   11	    22
Streptomyces dengpaensis	      1	    11	     5	    9	     1
Streptomyces tirandamycinicus	      1	     6	     1	    3	     2
Streptomyces peucetius	      1	     6	     1	0	    16
Streptomyces tendae	      1	     2	     7	    1	     7
Streptomyces rimosus	      1	    18	     8	    2	    12
Streptomyces gardneri	      1	0	     1	    1	0
Streptomyces lincolnensis	      1	    12	     1	    4	     6
Streptomyces formicae	      1	    13	     1	    2	     6
Streptomyces glaucescens	      1	     1	     3	    3	    14
Streptomyces olivoreticuli	      1	     6	     5	    2	0
Streptomyces broussonetiae	      1	    23	     3	    4	    13
Kitasatospora sp. MMS16-BH015	      6	    42	     4	    5	     9
Kitasatospora sp. NA04385	      2	    16	     6	0	    19
Kitasatospora setae	      4	    23	     5	    7	     2
Kitasatospora albolonga	      2	     2	     5	0	     4
Streptacidiphilus sp. P02-A3a	      4	    18	     4	    1	    15
Streptacidiphilus sp. PB12-B1b	      1	     4	     2	0	    20
Pseudonocardia sp. DSM 110487	     10	    45	     6	   16	    20
Pseudonocardia sp. HH130629-09	      3	    80	    10	   15	     4
Pseudonocardia sp. CGMCC 4.1532	      3	    53	    11	   24	    30
Pseudonocardia sp. AL041005-10	      2	    54	    12	    1	    39
Pseudonocardia sp. HH130630-07	      2	    71	     6	   21	    34
Pseudonocardia broussonetiae	     19	    37	    16	    6	    24
Pseudonocardia dioxanivorans	     10	    33	    32	   20	    14
Pseudonocardia autotrophica	      7	   119	    31	   20	    31
Amycolatopsis sp. YIM 10	     11	    18	     3	    9	    29
Amycolatopsis sp. BJA-103	      6	     6	    11	    8	     2
Amycolatopsis sp. Hca4	      5	    18	    15	    2	    32
Amycolatopsis sp. YIM 96748	      5	    18	     1	    8	    30
Amycolatopsis sp. AA4	      4	     7	     4	   15	     4
Amycolatopsis sp. TNS106	      3	    12	     5	0	     9
Amycolatopsis sp. CA-230715	      2	    18	    10	   19	    17
Amycolatopsis sp. DSM 110486	      2	    23	    16	   14	    18
Amycolatopsis sp. FDAARGOS 1241	      1	    12	    14	   11	    11
Amycolatopsis orientalis	      7	    20	     1	    4	    22
Amycolatopsis albispora	      3	    25	     8	    6	    10
Amycolatopsis methanolica	      2	    25	     5	    6	    23
Amycolatopsis mediterranei	      1	    27	     4	   14	    26
Amycolatopsis keratiniphila	      1	     3	     4	    5	    22
Saccharopolyspora sp. ASAGF58	     14	    40	    28	    7	    36
Saccharopolyspora erythraea	     10	    29	    48	  127	    46
Saccharopolyspora spinosa	      2	     7	     2	    8	0
Saccharopolyspora pogona	      2	    28	     9	    8	     9
Saccharopolyspora coralli	      1	    17	     1	   25	     7
Kutzneria sp. CA-103260	     11	    27	     5	   24	    11
Kutzneria albida	      3	    10	     4	   10	    20
Actinoalloteichus hymeniacidonis	      4	     9	     1	    1	    16
Actinoalloteichus hoggarensis	      4	    26	    10	    6	    16
Saccharomonospora azurea	      7	    11	    14	   11	    17
Saccharomonospora marina	      3	     6	     7	    8	    13
Saccharomonospora viridis	      1	     5	     8	0	     7
Saccharomonospora xinjiangensis	      1	    10	     8	    6	    12
Saccharothrix sp. 6-C	      9	    25	     4	   25	0
Saccharothrix syringae	      1	    12	    19	    8	    20
Actinosynnema pretiosum	      1	     5	     4	    1	     1
Alloactinosynnema sp. L-07	      4	    12	    10	    5	    18
Lentzea guizhouensis	      3	    33	    13	   15	    40
Prauserella marina	      2	     5	     5	    9	    12
Kibdelosporangium phytohabitans	      1	    31	     7	   14	    24
Allokutzneria albata	      1	    16	     6	   19	    19
Micromonospora sp. B006	     11	     1	     4	    1	    13
Micromonospora sp. 28ISP2-46	      2	    18	     6	   11	     1
Micromonospora sp. WMMA2032	      1	    27	     1	    6	     5
Micromonospora sp. HM134	      1	     8	     3	    8	    15
Micromonospora echinaurantiaca	      8	    22	    12	    6	    13
Micromonospora coxensis	      6	     4	     7	    5	     4
Micromonospora echinofusca	      6	    11	0	    4	    20
Micromonospora krabiensis	      6	    40	    13	    3	    30
Micromonospora zamorensis	      5	     3	     6	    5	     5
Micromonospora rifamycinica	      4	     1	    10	0	     9
Micromonospora auratinigra	      4	    11	     7	    1	     2
Micromonospora viridifaciens	      4	    16	     3	    4	    13
Micromonospora purpureochromogenes	      4	    11	     2	    1	     7
Micromonospora siamensis	      3	    18	    11	    4	0
Micromonospora echinospora	      2	     9	     7	    9	     1
Micromonospora narathiwatensis	      2	    17	     3	    5	0
Micromonospora maris	      2	    11	     2	    1	    20
Micromonospora coriariae	      1	     7	0	    3	     5
Micromonospora inositola	      1	    10	     1	    5	     4
Micromonospora carbonacea	      1	    15	    14	    2	     8
Micromonospora tulbaghiae	      1	     5	     2	    1	     7
Micromonospora endophytica (Xie et al. 2001) Li et al. 2019	      1	    13	    14	0	     7
Micromonospora aurantiaca	      1	0	     1	    7	     1
Actinoplanes sp. N902-109	     12	    26	     1	    7	    13
Actinoplanes sp. OR16	      6	    22	     5	    5	    10
Actinoplanes sp. L3-i22	      4	    33	    19	   19	    20
Actinoplanes missouriensis	      7	     9	     5	   12	    31
Actinoplanes friuliensis	      5	    14	     2	   10	     8
Actinoplanes teichomyceticus	      3	    18	    15	    7	    28
Actinoplanes derwentensis	      3	    11	     4	    4	    17
Actinoplanes ianthinogenes	      2	    26	    12	    7	    23
Dactylosporangium vinaceum	     11	    48	    19	   22	    58
Actinocatenispora thailandica	      7	    31	    14	    5	    23
Actinocatenispora sera	      3	    27	    13	    6	    26
Phytohabitans suffuscus	      7	    17	     8	    6	    18
Phytohabitans flavus	      2	    14	    16	    7	    11
Plantactinospora sp. KBS50	      5	     9	     1	    2	     7
Catellatospora sp. IY07-71	      3	    71	     9	    3	    12
Salinispora tropica	      2	     9	0	    1	     5
Verrucosispora sp. NA02020	      1	    20	     7	    1	     1
Polymorphospora rubra	      1	    36	    11	   11	    27
Actinomyces sp. Chiba101	      9	0	     9	0	     4
Actinomyces sp. HMT 175	      7	     2	     3	    1	    18
Actinomyces sp. oral taxon 169	      6	     2	     5	   15	    28
Actinomyces sp. oral taxon 414	      2	    17	     4	    7	     4
Actinomyces sp. oral taxon 171	      1	     5	     4	0	     8
Actinomyces sp. 432	      1	     1	     3	0	     5
Actinomyces sp. Z16	      1	     7	0	0	     1
Actinomyces naeslundii	     25	    14	    12	   12	    26
Actinomyces oris	     14	    10	    20	   10	    37
Actinomyces radicidentis	      9	     6	     2	    2	     1
Actinomyces wuliandei	      3	     5	     3	0	0
Actinomyces respiraculi	      2	    14	     1	    1	0
Actinomyces viscosus	      1	     5	     7	    1	     4
Actinomyces howellii	      1	     3	     8	    1	     5
Actinomyces weissii	      1	0	0	0	     3
Actinomyces marmotae	      1	     3	     8	0	0
Actinomyces faecalis	      1	     2	0	0	    11
Schaalia odontolytica	      8	    63	    12	   22	    38
Schaalia sp. 19OD2882	      3	     8	     6	    1	     4
Schaalia cardiffensis	      1	0	0	0	0
Fannyhessea vaginae	      5	     1	0	    6	0
Trueperella pecoris	      2	0	     1	    3	0
Mobiluncus curtisii	      1	0	0	    8	     2
Nonomuraea gerenzanensis	     11	    38	    13	   13	    27
Nonomuraea nitratireducens	      8	    37	    26	    4	    18
Nonomuraea sp. ATCC 55076	      7	    37	    17	    9	     8
Nonomuraea coxensis	      2	    42	     1	   23	    12
Thermobispora bispora	     10	    28	     5	    6	     8
Streptosporangium sp. 'caverna'	      5	    34	    13	    8	    18
Streptosporangium roseum	      3	    18	     7	    7	    30
Actinomadura sp. NAK00032	      9	    23	    21	0	    16
Actinomadura sp. WMMA1423	      8	    24	    18	   13	    11
Actinomadura sp. WMMB 499	      4	    31	     7	   27	    27
Actinomadura verrucosospora	     10	    27	     8	    7	    15
Thermomonospora amylolytica	      3	    19	     5	    5	    13
Nocardiopsis gilva	      5	    13	    12	    3	    20
Nocardiopsis alba	      3	    15	    10	    1	    34
Thermobifida fusca	      3	    11	     1	0	    10
Streptomonospora sp. M2	      3	     9	     4	0	     6
Blastococcus saxobsidens	     12	    44	    16	   33	   178
Geodermatophilus obscurus	      8	    60	    41	   23	   111
Modestobacter marinus	      8	    68	    38	   28	    79
Bifidobacterium bifidum	      3	     1	     1	    3	     3
Bifidobacterium actinocoloniiforme	      3	0	0	    1	0
Bifidobacterium pseudocatenulatum	      2	0	0	    2	0
Bifidobacterium choerinum	      2	     7	     4	0	     6
Bifidobacterium adolescentis	      1	    25	     5	    2	     8
Bifidobacterium breve	      1	     2	0	    1	     1
Bifidobacterium lemurum	      1	0	     1	    7	0
Bifidobacterium pseudolongum	      1	     7	0	0	     1
Gardnerella vaginalis	     13	    36	   120	    8	    12
Gardnerella leopoldii	      1	0	    15	0	     6
Jiangella alkaliphila	      8	    35	    40	   10	    15
Jiangella sp. DSM 45060	      8	    22	     4	   20	    16
Nakamurella multipartita	      8	    18	     5	   17	    16
Nakamurella sp. PAMC28650	      7	    10	     1	    1	     2
Nakamurella panacisegetis	      2	     7	     5	    5	0
Candidatus Frankia datiscae	      5	    13	    18	    1	    19
Frankia inefficax	      4	    13	     8	   13	    14
Frankia alni	      3	    17	    30	    5	    10
Frankia sp. QA3	      2	    29	     2	    5	    12
Frankia casuarinae	      1	     2	     2	    5	     1
Catenulispora acidiphila	     15	    24	    11	    4	     8
Epidermidibacterium keratini	      6	    12	    15	    1	     6
Candidatus Planktophila limnetica	      2	     1	0	0	0
Candidatus Planktophila sulfonica	      1	     2	    10	0	     6
Candidatus Planktophila versatilis	      1	0	     1	0	     1
Candidatus Nanopelagicus abundans	      1	     2	0	0	0
Jatrophihabitans sp. GAS493	      5	     6	0	    3	    10
Kineococcus radiotolerans	      3	    31	     4	    3	     9
Acidothermus cellulolyticus	      2	0	0	    1	     7
Actinopolyspora erythraea	      2	     5	     5	   15	     7
Stackebrandtia nassauensis	      2	     9	0	0	     4
Egicoccus halophilus	    160	   682	   314	  221	   500
Egibacter rhizosphaerae	     13	    89	    16	   20	    34
Euzebya pacifica	      9	    56	    14	   19	    26
Aquihabitans sp. G128	     12	    34	    14	    7	    23
Actinomarinicola tropica	      8	    28	     8	   12	    22
Iamia sp. SCSIO 61187	      7	    45	     7	    6	    19
Ilumatobacter coccineus	      8	     8	     4	    2	    30
Acidimicrobium ferrooxidans	      1	     2	     3	0	0
Conexibacter sp. SYSU D00693	     14	    63	    21	   21	    35
Conexibacter woesei	      5	   191	    35	    3	    22
Miltoncostaea oceani	      2	    48	     9	   10	     6
Rubrobacter sp. SCSIO 52909	      6	    18	     1	   19	    24
Rubrobacter sp. SCSIO 52915	      1	    10	     6	    7	    16
Rubrobacter xylanophilus	      6	    32	     8	    9	    18
Rubrobacter radiotolerans	      3	     5	     2	    3	     1
Rubrobacter indicoceani	      1	     9	     2	    5	     1
Baekduia soli	      4	    87	    27	   13	    17
Gordonibacter urolithinfaciens	      5	     1	0	    1	0
Gordonibacter pamelaeae	      1	     1	0	0	     2
Eggerthella guodeyinii	      3	    12	0	0	     1
Eggerthella lenta	      2	     5	0	0	     7
Arabia massiliensis	      1	0	0	    1	    15
Berryella intestinalis	      1	     2	0	0	0
Collinsella aerofaciens	      3	     9	     7	    2	0
Olsenella sp. GAM18	      1	     4	0	0	     5
Olsenella sp. LZLJ-2	      1	0	     5	    1	     3
Planktothrix rubescens	     13	0	0	0	0
Planktothrix agardhii	      2	0	0	0	0
Gloeothece verrucosa	      1	     3	0	    2	0
Halothece sp. PCC 7418	      1	     1	0	0	0
Crocosphaera subtropica	      1	0	0	0	0
Calothrix sp. PCC 7716	      3	     1	     2	0	    10
Calothrix sp. PCC 7507	      1	     1	0	0	0
Calothrix sp. NIES-4071	      1	0	0	0	0
Scytonema sp. HK-05	      1	     4	0	0	0
Scytonema sp. NIES-4073	      1	    11	0	0	     5
Dolichospermum sp. UHCC 0315A	      1	0	0	0	0
Synechococcus sp. RSCCF101	      5	    13	0	0	     5
Synechococcus sp. KORDI-49	      2	0	0	0	0
Synechococcus sp. WH 8101	      1	0	     4	0	     1
Synechococcus sp. PCC 11901	      1	0	0	0	0
Cyanobium gracile	      1	     4	     4	0	     2
Cyanobium sp. NIES-981	      1	     1	0	0	     1
Leptolyngbya sp. 15MV	      3	    26	     2	    2	    21
Leptolyngbya boryana	      2	     4	0	0	0
Gloeobacter violaceus	      1	     1	     6	    1	0
Chroococcidiopsis thermalis	      1	    20	0	    1	     6
Deinococcus sp. NW-56	     10	     8	0	    4	     7
Deinococcus sp. TS-293	      5	    11	0	    6	     6
Deinococcus actinosclerus	      6	     4	     6	    1	     2
Deinococcus wulumuqiensis	      3	     3	0	    6	    12
Deinococcus maricopensis	      2	     8	0	0	    10
Deinococcus gobiensis	      1	0	    12	    1	     7
Deinococcus soli (ex Cha et al. 2016)	      1	0	0	    3	0
Deinococcus deserti	      1	     2	0	    1	     8
Deinococcus radiopugnans	      1	     3	     3	    1	     3
Thermus scotoductus	      5	     3	    11	    9	    11
Thermus thermophilus	      3	     7	     4	0	     3
Thermus caldilimi	      3	     1	0	0	     1
Thermus aquaticus	      1	     1	0	0	0
Marinithermus hydrothermalis	      1	     9	0	0	     2
Sphaerobacter thermophilus	      3	    18	0	    2	    15
Caldilinea aerophila	      3	     1	0	    4	0
Candidatus Promineofilum breve	      3	     6	     1	0	     2
Thermobaculum terrenum	      2	0	     7	    3	0
Anaerolinea sp. 'rifampicinis'	      2	0	0	    1	0
Ktedonosporobacter rubrisoli	      1	0	0	    1	0
Fimbriimonas ginsengisoli	      4	     3	0	    4	0
Spiroplasma helicoides	      1	0	0	0	     1
Epilithonimonas vandammei	     22	    45	   265	  316	   280
Chryseobacterium taklimakanense	      7	     8	    23	   24	    11
Chryseobacterium glaciei	      3	     1	     4	0	     5
Chryseobacterium indologenes	      2	     1	    22	   14	    37
Chryseobacterium gleum	      1	     3	     9	   10	    16
Chryseobacterium sp. ZHDP1	      1	     2	    18	   11	    19
Chryseobacterium shandongense	      1	0	    26	   69	    22
Kaistella carnis	      1	0	0	    9	     1
Elizabethkingia miricola	     29	   129	 13041	 8672	 20162
Cloacibacterium caeni	      6	    15	    68	   99	   102
Cloacibacterium normanense	      1	     6	    26	   51	    35
Weeksella virosa	      6	    10	   243	    2	0
Empedobacter brevis	      1	0	0	0	     3
Empedobacter falsenii	      1	0	0	    1	     4
Empedobacter stercoris	      1	0	0	0	0
Flavobacterium sp. CS20	      2	     1	0	0	0
Flavobacterium sp. I3-2	      1	0	0	    4	     9
Flavobacterium sp. CJ74	      1	     1	     3	0	     4
Flavobacterium sangjuense	      2	     1	0	0	     5
Flavobacterium haoranii	      1	0	0	0	     1
Flavobacterium arcticum	      1	0	0	    1	0
Capnocytophaga gingivalis	      3	0	     3	0	     2
Capnocytophaga sp. oral taxon 878	      1	0	0	0	0
Capnocytophaga sputigena	      1	    17	     2	0	     1
Formosa sp. L2A11	      2	0	0	0	0
Mariniflexile sp. TRM1-10	      1	0	     1	0	0
Zobellia galactanivorans	      1	     1	     1	0	0
Sediminicola sp. YIK13	      1	0	0	0	0
Blattabacterium cuenoti	      1	     2	0	    3	     2
Prevotella histicola	     13	0	0	0	0
Prevotella melaninogenica	      6	    35	     6	   24	    18
Prevotella denticola	      5	     1	     4	0	0
Prevotella intermedia	      5	     6	0	    1	0
Prevotella nigrescens	      5	0	0	0	     1
Prevotella fusca	      1	     1	0	0	0
Prevotella scopos	      1	0	0	0	0
Prevotella jejuni	      1	0	     1	    4	     5
Bacteroides caccae	      6	0	0	0	     5
Bacteroides salyersiae	      5	     1	0	0	0
Bacteroides thetaiotaomicron	      2	0	     3	    4	0
Bacteroides uniformis	      2	     2	0	0	     1
Bacteroides stercoris	      2	     4	0	0	0
Bacteroides fragilis	      1	     2	0	0	0
Bacteroides sp. CBA7301	      1	0	0	0	0
Phocaeicola vulgatus	      1	0	     4	0	     1
Porphyromonas cangingivalis	     10	     1	0	0	     1
Tannerella sp. oral taxon HOT-286	      4	0	     3	    1	0
Alistipes onderdonkii	      3	     3	     3	0	0
Labilibaculum antarcticum	      2	     5	    16	   10	     3
Hymenobacter sp. APR13	      3	     1	     6	    2	0
Hymenobacter sp. PAMC 26628	      2	     1	     2	0	     3
Hymenobacter sp. DG01	      2	0	     1	0	     1
Hymenobacter sp. PAMC 26554	      1	     5	     7	    3	     9
Hymenobacter sp. NBH84	      1	0	     1	0	0
Hymenobacter sp. BRD128	      1	0	     1	    5	    12
Hymenobacter sp. BT18	      1	0	0	    1	0
Hymenobacter sedentarius	      2	     8	0	    3	     4
Hymenobacter swuensis	      1	     3	     3	    1	0
Pontibacter sp. SGAir0037	      2	0	     4	0	0
Spirosoma sp. KCTC 42546	      3	0	0	0	0
Spirosoma endbachense	      1	     3	     2	0	0
Runella slithyformis	      1	0	0	0	0
Aquirufa sp. 9H-EGSE	      1	     4	0	0	     4
Cyclobacterium marinum	      2	0	0	0	0
Bernardetia litoralis	      1	0	0	0	0
Chryseolinea soli	      1	     2	0	    1	     1
Pedobacter roseus	      5	0	0	    2	     2
Pedobacter suwonensis	      1	0	     1	0	     5
Sphingobacterium sp. G1-14	      3	     2	     3	    2	    35
Sphingobacterium hotanense	      1	0	0	    1	     2
Mucilaginibacter celer	      2	     4	     2	    2	     2
Mucilaginibacter sp. F39-2	      1	     1	0	0	0
Pseudopedobacter saltans	      1	0	0	    4	0
Pseudocnuella soli	      3	     4	0	0	0
Niabella ginsenosidivorans	      1	0	0	0	0
Lacibacter sp. S13-6-6	      2	     4	     1	    5	     8
Niastella koreensis	      1	    12	0	0	0
Arachidicoccus ginsenosidivorans	      1	0	     4	0	0
Chloroherpeton thalassium	      2	0	     8	0	0
Chlorobium limicola	      1	     1	0	    5	0
Chlorobium phaeobacteroides	      1	0	     2	0	0
Chlorobaculum parvum	      1	     1	0	0	0
Gemmatirosa kalamazoonesis	      5	    13	    15	0	     1
Gemmatimonas aurantiaca	      3	     3	0	    1	0
Lacipirellula limnantheis	    120	     6	     3	0	0
Lacipirellula parvula	     37	    10	     7	0	     4
Botrimarina mediterranea	     11	     2	     8	    7	    28
Adhaeretor mobilis	      1	     4	0	    1	0
Stieleria maiorica	      4	     3	0	    2	     4
Stieleria neptunia	      2	     3	     4	0	     2
Anatilimnocola aggregata	      5	     1	     5	0	     5
Roseimaritima ulvae	      2	0	0	    6	     5
Roseimaritima multifibrata	      1	     1	     4	0	0
Bremerella volcania	      3	    13	     9	    3	0
Lignipirellula cremea	      1	    14	     3	    8	    12
Rosistilla oblonga	      1	0	     5	0	0
Urbifossiella limnaea	     17	    27	    17	   18	    28
Limnoglobus roseus	      4	    37	     8	    2	     6
Gemmata obscuriglobus	      2	    14	    12	    2	     3
Frigoriglobus tundricola	      2	    19	    24	    6	    32
Planctomyces sp. SH-PL62	     10	    15	     8	    3	     6
Gimesia alba	      2	0	0	    1	0
Gimesia panareensis	      2	0	0	0	     2
Gimesia fumaroli	      1	     1	0	0	     1
Maioricimonas rarisocia	      3	     9	0	    5	     1
Fuerstia marisgermanicae	      2	0	     3	    6	0
Crateriforma conspicua	      1	     3	0	    1	0
Caulifigura coniformis	      1	0	     5	    1	    18
Tautonia plasticadhaerens	      7	    23	    11	    5	    44
Paludisphaera borealis	      3	     1	     6	    4	0
Singulisphaera acidiphila	      1	    17	0	0	    12
Aquisphaera giovannonii	      1	    22	    12	    2	     8
Humisphaera borealis	      4	     6	     2	    3	     9
Opitutus sp. GAS368	     12	    11	     6	    2	    17
Opitutus terrae	      3	    15	    19	    5	     8
Lacunisphaera limnophila	      6	     3	0	    7	     7
Coraliomargarita akajimensis	      1	     6	0	0	     2
Akkermansia muciniphila	      3	0	0	0	0
Luteolibacter sp. 32A	      3	0	0	    1	0
Kiritimatiella glycovorans	      3	0	0	0	     2
Luteitalea pratensis	     16	    52	     4	    1	    17
Granulicella tundricola	      8	     1	     3	    1	0
Granulicella mallensis	      1	0	     3	0	0
Terriglobus saanensis	      1	0	     1	0	     1
Paludibaculum fermentans	      2	     1	    23	    1	     3
Leptotrichia trevisanii	      4	0	0	0	0
Leptotrichia sp. oral taxon 212	      1	0	0	    1	     2
Leptotrichia sp. oral taxon 221	      1	     6	0	    1	0
Leptotrichia sp. oral taxon 847	      1	0	0	0	0
Sneathia vaginalis	      3	0	0	0	0
Treponema sp. OMZ 804	      1	     1	0	0	0
Treponema sp. RCC2812	      1	0	0	0	0
Treponema medium	      1	0	0	0	0
Treponema brennaborense	      1	0	0	0	0
Sphaerochaeta coccoides	      1	0	0	    1	0
Leptospira interrogans	      1	0	     1	0	0
Nitrospira japonica	      3	     9	0	    1	0
Nitrospira moscoviensis	      1	     2	     1	    3	    14
Mesotoga infera	      1	0	0	0	0
Hydrogenobacter sp. T-8	      1	0	0	0	0
Desulfurobacterium thermolithotrophum	      1	0	0	0	0
Thermanaerovibrio acidaminovorans	      1	0	0	0	0
Caldimicrobium thiodismutans	      1	0	0	0	0
Malassezia restricta	    345	   427	   464	 1638	   934
Malassezia globosa	    135	   151	   231	  486	   165
Malassezia arunalokei	    121	   320	   111	  776	   323
Malassezia obtusa	     28	     3	     1	    8	     3
Malassezia furfur	     26	    76	    56	   86	    94
Malassezia sympodialis	      8	    13	     1	   24	     2
Malassezia equina	      3	     5	0	   13	     1
Malassezia japonica	      1	     7	     5	    4	    21
Sporisorium graminicola	      2	     1	     3	    9	     7
Saccharomyces cerevisiae	    151	    21	     3	    8	     6
Saccharomyces paradoxus	      2	0	0	0	0
Lachancea thermotolerans	      4	0	0	0	0
Naumovozyma castellii	      1	0	     2	0	0
