FileType	fastq	Read submission file type									
sample	study	instrument_model	library_name	library_source	library_selection	library_strategy	library_layout	forward_file_name	forward_file_md5	reverse_file_name	reverse_file_md5
MHS589_merged	PRJEB89273	Illumina HiSeq X Ten	MHS589_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	MHS589_merged_decont_1.fastq.gz		MHS589_merged_decont_2.fastq.gz	
MHS590_merged	PRJEB89273	Illumina HiSeq X Ten	MHS590_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	MHS590_merged_decont_1.fastq.gz		MHS590_merged_decont_2.fastq.gz	
MHS593_merged	PRJEB89273	Illumina HiSeq X Ten	MHS593_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	MHS593_merged_decont_1.fastq.gz		MHS593_merged_decont_2.fastq.gz	
MHS594_merged	PRJEB89273	Illumina HiSeq X Ten	MHS594_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	MHS594_merged_decont_1.fastq.gz		MHS594_merged_decont_2.fastq.gz	
MHS598_merged	PRJEB89273	Illumina HiSeq X Ten	MHS598_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	MHS598_merged_decont_1.fastq.gz		MHS598_merged_decont_2.fastq.gz	
MHS602_merged	PRJEB89273	Illumina HiSeq X Ten	MHS602_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	MHS602_merged_decont_1.fastq.gz		MHS602_merged_decont_2.fastq.gz	
MHS592_merged	PRJEB89273	Illumina HiSeq X Ten	MHS592_merged	METAGENOMIC	PCR	WGS	PAIRED	MHS592_merged_decont_1.fastq.gz		MHS592_merged_decont_2.fastq.gz	
MMM334_merged	PRJEB89273	Illumina Novaseq X	MMM334_merged	METAGENOMIC	PCR	WGS	PAIRED	MMM334_FKDL240042948-1A_22HFY7LT3_L1_decont_1.fastq.gz		MMM334_FKDL240042948-1A_22HFY7LT3_L1_decont_2.fastq.gz	
MMM335_merged	PRJEB89273	Illumina Novaseq X	MMM335_merged	METAGENOMIC	PCR	WGS	PAIRED	MMM335_FKDL240042948-1A_22HFY7LT3_L1_decont_1.fastq.gz		MMM335_FKDL240042948-1A_22HFY7LT3_L1_decont_2.fastq.gz	
MMM336_merged	PRJEB89273	Illumina Novaseq X	MMM336_merged	METAGENOMIC	PCR	WGS	PAIRED	MMM336_FKDL240042948-1A_22HFY7LT3_L1_decont_1.fastq.gz		MMM336_FKDL240042948-1A_22HFY7LT3_L1_decont_2.fastq.gz	
MMM339_merged	PRJEB89273	Illumina Novaseq X	MMM339_merged	METAGENOMIC	PCR	WGS	PAIRED	MMM339_FKDL240042948-1A_22HFY7LT3_L1_decont_1.fastq.gz		MMM339_FKDL240042948-1A_22HFY7LT3_L1_decont_2.fastq.gz	
MMM340_merged	PRJEB89273	Illumina Novaseq X	MMM340_merged	METAGENOMIC	PCR	WGS	PAIRED	MMM340_FKDL240042948-1A_22HFY7LT3_L1_decont_1.fastq.gz		MMM340_FKDL240042948-1A_22HFY7LT3_L1_decont_2.fastq.gz	
MMM341_merged	PRJEB89273	Illumina Novaseq X	MMM341_merged	METAGENOMIC	PCR	WGS	PAIRED	MMM341_FKDL240042948-1A_22HFY7LT3_L1_decont_1.fastq.gz		MMM341_FKDL240042948-1A_22HFY7LT3_L1_decont_2.fastq.gz	
Sepi_ctrl1_merged	PRJEB89273	Illumina HiSeq X Ten	Sepi_ctrl1_merged	TRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	Sepi_ctrl1_dedup_1.fastq.gz		Sepi_ctrl1_dedup_2.fastq.gz	
Sepi_ctrl2_merged	PRJEB89273	Illumina HiSeq X Ten	Sepi_ctrl2_merged	TRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	Sepi_ctrl2_dedup_1.fastq.gz		Sepi_ctrl2_dedup_2.fastq.gz	
Sepi_ctrl3_merged	PRJEB89273	Illumina HiSeq X Ten	Sepi_ctrl3_merged	TRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	Sepi_ctrl3_dedup_1.fastq.gz		Sepi_ctrl3_dedup_2.fastq.gz	
Sepi_OS1_merged	PRJEB89273	Illumina HiSeq X Ten	Sepi_OS1_merged	TRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	Sepi_OS1_dedup_1.fastq.gz		Sepi_OS1_dedup_2.fastq.gz	
Sepi_OS2_merged	PRJEB89273	Illumina HiSeq X Ten	Sepi_OS2_merged	TRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	Sepi_OS2_dedup_1.fastq.gz		Sepi_OS2_dedup_2.fastq.gz	
Sepi_OS3_merged	PRJEB89273	Illumina HiSeq X Ten	Sepi_OS3_merged	TRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	Sepi_OS3_dedup_1.fastq.gz		Sepi_OS3_dedup_2.fastq.gz	
Sepi_SP1_merged	PRJEB89273	Illumina HiSeq X Ten	Sepi_SP1_merged	TRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	Sepi_SP1_dedup_1.fastq.gz		Sepi_SP1_dedup_2.fastq.gz	
Sepi_SP2_merged	PRJEB89273	Illumina HiSeq X Ten	Sepi_SP2_merged	TRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	Sepi_SP2_dedup_1.fastq.gz		Sepi_SP2_dedup_2.fastq.gz	
Sepi_SP3_merged	PRJEB89273	Illumina HiSeq X Ten	Sepi_SP3_merged	TRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	Sepi_SP3_dedup_1.fastq.gz		Sepi_SP3_dedup_2.fastq.gz	
SMT028_T1_Ac_merged	PRJEB89273	Illumina HiSeq X Ten	SMT028_T1_Ac_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT028_T1_Ac_decont_1.fastq.gz		SMT028_T1_Ac_decont_2.fastq.gz	
SMT028_T1_Ch_merged	PRJEB89273	Illumina HiSeq X Ten	SMT028_T1_Ch_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT028_T1_Ch_decont_1.fastq.gz		SMT028_T1_Ch_decont_2.fastq.gz	
SMT028_T1_Sc_merged	PRJEB89273	Illumina HiSeq X Ten	SMT028_T1_Sc_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT028_T1_Sc_decont_1.fastq.gz		SMT028_T1_Sc_decont_2.fastq.gz	
SMT028_T1_Tw_merged	PRJEB89273	Illumina HiSeq X Ten	SMT028_T1_Tw_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT028_T1_Tw_decont_1.fastq.gz		SMT028_T1_Tw_decont_2.fastq.gz	
SMT028_T1_Vf_merged	PRJEB89273	Illumina HiSeq X Ten	SMT028_T1_Vf_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT028_T1_Vf_decont_1.fastq.gz		SMT028_T1_Vf_decont_2.fastq.gz	
SMT028_T2_Ch_merged	PRJEB89273	Illumina HiSeq X Ten	SMT028_T2_Ch_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT028_T2_Ch_decont_1.fastq.gz		SMT028_T2_Ch_decont_2.fastq.gz	
SMT028_T2_Sc_merged	PRJEB89273	Illumina HiSeq X Ten	SMT028_T2_Sc_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT028_T2_Sc_decont_1.fastq.gz		SMT028_T2_Sc_decont_2.fastq.gz	
SMT028_T2_Tw_merged	PRJEB89273	Illumina HiSeq X Ten	SMT028_T2_Tw_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT028_T2_Tw_decont_1.fastq.gz		SMT028_T2_Tw_decont_2.fastq.gz	
SMT028_T2_Vf_merged	PRJEB89273	Illumina HiSeq X Ten	SMT028_T2_Vf_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT028_T2_Vf_decont_1.fastq.gz		SMT028_T2_Vf_decont_2.fastq.gz	
SMT028_T3_Ch_merged	PRJEB89273	Illumina HiSeq X Ten	SMT028_T3_Ch_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT028_T3_Ch_decont_1.fastq.gz		SMT028_T3_Ch_decont_2.fastq.gz	
SMT028_T3_Sc_merged	PRJEB89273	Illumina HiSeq X Ten	SMT028_T3_Sc_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT028_T3_Sc_decont_1.fastq.gz		SMT028_T3_Sc_decont_2.fastq.gz	
SMT028_T3_Tw_merged	PRJEB89273	Illumina HiSeq X Ten	SMT028_T3_Tw_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT028_T3_Tw_decont_1.fastq.gz		SMT028_T3_Tw_decont_2.fastq.gz	
SMT029_T1_Ac_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T1_Ac_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T1_Ac_decont_1.fastq.gz		SMT029_T1_Ac_decont_2.fastq.gz	
SMT029_T1_Ch_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T1_Ch_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T1_Ch_decont_1.fastq.gz		SMT029_T1_Ch_decont_2.fastq.gz	
SMT029_T1_Sc_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T1_Sc_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T1_Sc_decont_1.fastq.gz		SMT029_T1_Sc_decont_2.fastq.gz	
SMT029_T1_Tw_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T1_Tw_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T1_Tw_decont_1.fastq.gz		SMT029_T1_Tw_decont_2.fastq.gz	
SMT029_T1_Vf_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T1_Vf_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T1_Vf_decont_1.fastq.gz		SMT029_T1_Vf_decont_2.fastq.gz	
SMT029_T2_Ac_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T2_Ac_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T2_Ac_decont_1.fastq.gz		SMT029_T2_Ac_decont_2.fastq.gz	
SMT029_T2_Ch_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T2_Ch_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T2_Ch_decont_1.fastq.gz		SMT029_T2_Ch_decont_2.fastq.gz	
SMT029_T2_Sc_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T2_Sc_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T2_Sc_decont_1.fastq.gz		SMT029_T2_Sc_decont_2.fastq.gz	
SMT029_T2_Tw_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T2_Tw_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T2_Tw_decont_1.fastq.gz		SMT029_T2_Tw_decont_2.fastq.gz	
SMT029_T2_Vf_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T2_Vf_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T2_Vf_decont_1.fastq.gz		SMT029_T2_Vf_decont_2.fastq.gz	
SMT029_T3_Ac_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T3_Ac_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T3_Ac_decont_1.fastq.gz		SMT029_T3_Ac_decont_2.fastq.gz	
SMT029_T3_Ch_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T3_Ch_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T3_Ch_decont_1.fastq.gz		SMT029_T3_Ch_decont_2.fastq.gz	
SMT029_T3_Sc_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T3_Sc_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T3_Sc_decont_1.fastq.gz		SMT029_T3_Sc_decont_2.fastq.gz	
SMT029_T3_Tw_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T3_Tw_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T3_Tw_decont_1.fastq.gz		SMT029_T3_Tw_decont_2.fastq.gz	
SMT029_T3_Vf_merged	PRJEB89273	Illumina HiSeq X Ten	SMT029_T3_Vf_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT029_T3_Vf_decont_1.fastq.gz		SMT029_T3_Vf_decont_2.fastq.gz	
SMT030_T1_Ac_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T1_Ac_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T1_Ac_decont_1.fastq.gz		SMT030_T1_Ac_decont_2.fastq.gz	
SMT030_T1_Ch_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T1_Ch_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T1_Ch_decont_1.fastq.gz		SMT030_T1_Ch_decont_2.fastq.gz	
SMT030_T1_Sc_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T1_Sc_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T1_Sc_decont_1.fastq.gz		SMT030_T1_Sc_decont_2.fastq.gz	
SMT030_T1_Tw_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T1_Tw_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T1_Tw_decont_1.fastq.gz		SMT030_T1_Tw_decont_2.fastq.gz	
SMT030_T1_Vf_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T1_Vf_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T1_Vf_decont_1.fastq.gz		SMT030_T1_Vf_decont_2.fastq.gz	
SMT030_T2_Ac_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T2_Ac_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T2_Ac_decont_1.fastq.gz		SMT030_T2_Ac_decont_2.fastq.gz	
SMT030_T2_Ch_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T2_Ch_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T2_Ch_decont_1.fastq.gz		SMT030_T2_Ch_decont_2.fastq.gz	
SMT030_T2_Sc_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T2_Sc_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T2_Sc_decont_1.fastq.gz		SMT030_T2_Sc_decont_2.fastq.gz	
SMT030_T2_Tw_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T2_Tw_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T2_Tw_decont_1.fastq.gz		SMT030_T2_Tw_decont_2.fastq.gz	
SMT030_T2_Vf_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T2_Vf_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T2_Vf_decont_1.fastq.gz		SMT030_T2_Vf_decont_2.fastq.gz	
SMT030_T3_Ac_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T3_Ac_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T3_Ac_decont_1.fastq.gz		SMT030_T3_Ac_decont_2.fastq.gz	
SMT030_T3_Ch_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T3_Ch_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T3_Ch_decont_1.fastq.gz		SMT030_T3_Ch_decont_2.fastq.gz	
SMT030_T3_Sc_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T3_Sc_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T3_Sc_decont_1.fastq.gz		SMT030_T3_Sc_decont_2.fastq.gz	
SMT030_T3_Tw_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T3_Tw_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T3_Tw_decont_1.fastq.gz		SMT030_T3_Tw_decont_2.fastq.gz	
SMT030_T3_Vf_merged	PRJEB89273	Illumina HiSeq X Ten	SMT030_T3_Vf_merged	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	SMT030_T3_Vf_decont_1.fastq.gz		SMT030_T3_Vf_decont_2.fastq.gz	
TCH016C	PRJEB89273	Illumina HiSeq 4000	TCH016C	METATRANSCRIPTOMIC	Oligo-dT	RNA-Seq	PAIRED	TCH016C_fastp_1.fastq.gz		TCH016C_fastp_2.fastq.gz	
TCH017C	PRJEB89273	Illumina HiSeq 4000	TCH017C	METATRANSCRIPTOMIC	Oligo-dT	RNA-Seq	PAIRED	TCH017C_fastp_1.fastq.gz		TCH017C_fastp_2.fastq.gz	
NU190214	PRJEB89273	Illumina HiSeq 4000	NU190214	METATRANSCRIPTOMIC	Oligo-dT	RNA-Seq	PAIRED	NU190214_fastp_1.fastq.gz		NU190214_fastp_2.fastq.gz	
NU190827	PRJEB89273	Illumina HiSeq 4000	NU190827	METATRANSCRIPTOMIC	Oligo-dT	RNA-Seq	PAIRED	NU190827_fastp_1.fastq.gz		NU190827_fastp_2.fastq.gz	
MBM166	PRJEB89273	Illumina HiSeq X Ten	MBM166	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	MBM166_decont_1.fastq.gz		MBM166_decont_2.fastq.gz	
MBM167	PRJEB89273	Illumina HiSeq X Ten	MBM167	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	MBM167_decont_1.fastq.gz		MBM167_decont_2.fastq.gz	
MBM168	PRJEB89273	Illumina HiSeq X Ten	MBM168	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	MBM168_decont_1.fastq.gz		MBM168_decont_2.fastq.gz	
MBM169	PRJEB89273	Illumina HiSeq X Ten	MBM169	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	MBM169_decont_1.fastq.gz		MBM169_decont_2.fastq.gz	
MBM170	PRJEB89273	Illumina HiSeq X Ten	MBM170	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	MBM170_decont_1.fastq.gz		MBM170_decont_2.fastq.gz	
MBM171	PRJEB89273	Illumina HiSeq X Ten	MBM171	METATRANSCRIPTOMIC	Inverse rRNA selection	RNA-Seq	PAIRED	MBM171_decont_1.fastq.gz		MBM171_decont_2.fastq.gz	
